id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at                 COUNT(1)  
2355        Chasity     Ortiz       male        independen  30              65          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2356        Colton      Adams       male        republican  38              61          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2361        Jenifer     Lind        male        republican  6               47          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2366        Ally        Hessel      male        na          24              63          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2367        Eleazar     Brakus      male        na          9               26          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2368        Franz       Erdman      male        republican  32              84          1           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2370        Marianne    Christians  male        democrat    3               43          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2372        Armando     Bergstrom   male        independen  47              69          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2373        Lazaro      Schiller    female      democrat    10              59          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2374        Webster     Sauer       male        democrat    6               55          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2376        Cristina    Emmerich    female      republican  52              64          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2378        Joannie     Weissnat    female      republican  23              46          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2379        Alva        Mitchell    male        democrat    62              79          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2383        Sebastian   Effertz     male        republican  20              78          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2384        Priscilla   Torp        female      republican  3               33          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2385        Lucie       Greenholt   male        democrat    7               18          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2386        Kip         Friesen     male        democrat    6               56          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2388        Shane       Collier     male        democrat    26              47          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2389        Jaquan      Jacobson    female      democrat    5               25          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2397        Devante     Schmeler    female      republican  5               32          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2403        Janie       Carroll     female      democrat    25              38          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2404        Isai        Effertz     male        republican  48              58          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2405        Gay         Blick       male        republican  5               62          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2407        Tyrese      Walsh       female      republican  3               21          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2412        Carolyn     Wilderman   male        democrat    25              56          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2416        Hermann     Kuhic       female      republican  6               40          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2418        Valentina   Lowe        female      na          27              47          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2421        Dillon      Ruecker     female      republican  70              89          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2422        Kattie      Beahan      male        republican  6               27          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2424        Anjali      Stroman     female      republican  24              41          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2427        Ron         West        female      independen  6               65          0           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2434        Bria        Collins     female      democrat    66              85          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2435        Emily       Lehner      female      na          14              28          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2437        Fritz       Wiegand     male        green       19              56          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2438        Abdul       Schinner    male        republican  1               26          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2439        Enid        Pfannersti  male        democrat    12              43          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2445        Estell      Lakin       female      republican  49              66          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2447        Monique     Padberg     male        republican  26              40          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2457        Andy        Gulgowski   male        democrat    15              42          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2459        Ryleigh     Baumbach    male        republican  8               24          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2460        Patsy       Kunze       female      democrat    4               18          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2463        Candida     Schimmel    female      democrat    5               29          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2465        Jovanny     Rath        male        democrat    58              71          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2470        Nelda       MacGyver    female      democrat    56              69          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2471        Kristina    Cummings    male        na          2               30          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2478        Dahlia      Swift       female      democrat    27              41          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2481        Monique     Bechtelar   male        republican  40              82          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2488        Yolanda     Reynolds    female      green       10              26          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2490        Erling      Jacobson    male        democrat    44              58          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2504        Lexi        Leuschke    male        republican  59              84          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2507        Petra       Smith       female      democrat    3               35          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2509        Jakob       Hansen      male        republican  5               18          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2514        Makenzie    Stamm       female      green       34              46          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2516        Olin        Prosacco    female      republican  64              82          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2517        Ashlynn     Marquardt   male        green       57              78          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2518        Jaunita     Batz        female      democrat    28              60          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2520        Antonietta  Bartoletti  male        republican  65              84          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2526        Kareem      O'Connell   male        democrat    11              59          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2527        Thurman     Hills       female      republican  18              34          0           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2528        Nico        Nienow      male        na          21              47          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2530        Keven       MacGyver    male        democrat    62              86          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2532        Gloria      Schowalter  female      democrat    6               77          0           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2535        Gerald      Bernier     male        republican  6               23          0           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2542        Emil        Jerde       female      republican  31              41          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  8         
2545        Moshe       Goyette     male        democrat    13              28          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2550        Amie        Beier       female      democrat    20              72          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2551        Glennie     Raynor      male        independen  22              48          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2553        Ubaldo      Stamm       male        republican  24              55          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2554        Bridget     Schultz     male        democrat    9               46          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2556        Brody       Kris        male        democrat    69              86          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2558        Gerard      Ullrich     female      green       32              65          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2559        Rosalyn     O'Kon       male        republican  15              38          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2562        Raoul       McLaughlin  male        republican  45              75          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2564        Rashawn     Mills       female      democrat    32              78          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2565        Maxime      Runte       female      democrat    20              65          0           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2570        Nayeli      Ryan        male        republican  31              53          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2571        Emmalee     Hagenes     male        republican  54              90          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2572        Alvah       Grant       female      republican  74              84          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2573        Name        D'Amore     female      democrat    62              83          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2577        Reymundo    Barrows     male        republican  15              54          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2578        Dax         Quitzon     female      republican  56              85          1           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2580        Arden       Crist       female      green       26              45          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2581        Alfonso     Paucek      female      republican  36              59          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2582        Emmett      Corkery     female      republican  5               88          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2585        Dejon       Blanda      female      republican  52              77          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2586        Nathaniel   Wehner      male        republican  23              49          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2587        Jaqueline   Kovacek     male        democrat    10              33          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2588        Maia        Runte       male        democrat    31              69          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2592        Penelope    Hills       female      green       50              69          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2595        Sedrick     Abbott      female      republican  73              84          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2598        Shyann      Medhurst    female      democrat    38              90          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2599        Ottis       Mills       female      republican  14              35          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2604        Friedrich   Boehm       female      democrat    27              60          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2605        Ardith      Kuhic       male        democrat    12              24          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2606        Orpha       Davis       female      democrat    18              33          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2615        Giuseppe    Walker      male        republican  10              63          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2617        Bradley     Carroll     male        republican  2               82          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2623        Halie       Barton      female      democrat    56              89          0           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2631        Leola       Wiza        female      green       39              72          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2633        Rubye       Heaney      male        republican  8               26          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2635        Kole        Green       female      democrat    30              53          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2640        Trevion     Block       male        republican  10              70          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2641        Opal        Mitchell    male        republican  15              37          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2642        Esperanza   Russel      female      republican  23              48          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2645        Deondre     Muller      female      democrat    27              82          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2647        Vivien      Maggio      female      na          6               18          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2649        Elissa      Farrell     female      green       2               32          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2651        Emelie      Walter      male        democrat    14              37          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2653        Dorothea    Bechtelar   male        independen  18              44          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2655        Aaliyah     Langworth   male        republican  9               61          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2658        Kianna      Prosacco    female      republican  12              37          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2662        Eula        Gislason    male        green       16              34          0           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2664        Weldon      Rolfson     female      green       12              39          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2666        Sigrid      Shields     male        na          9               43          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2676        Matilde     Trantow     male        democrat    46              76          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2677        Rowan       Romaguera   male        independen  12              35          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2680        Freida      Block       female      republican  25              47          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2686        Paige       Harris      male        republican  47              60          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2696        Benjamin    Schmeler    male        republican  20              36          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2701        Alverta     Johnson     male        republican  23              66          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2703        Monte       Grady       male        republican  9               25          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2709        Luna        Bartell     female      green       50              64          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2712        Hailee      Treutel     female      republican  14              48          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2713        Alverta     Steuber     female      independen  6               61          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2718        Bailee      Mitchell    female      republican  32              81          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2721        Travis      Larson      male        republican  8               30          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2722        Maximillia  Beatty      female      na          34              45          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2723        Lisette     Bode        male        republican  8               25          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2725        Noah        Mills       female      democrat    75              88          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2728        Kathlyn     McKenzie    male        republican  45              69          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2733        Rosetta     Hettinger   male        republican  16              83          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2735        Mona        Spinka      male        na          38              55          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2736        Elvie       Dach        female      democrat    31              50          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2738        Rasheed     Wyman       female      republican  9               70          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2739        Wava        Oberbrunne  female      democrat    21              55          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2744        Edison      Watsica     male        republican  1               79          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2748        Nicholaus   Kohler      female      independen  28              73          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2750        Sheldon     Wolf        male        democrat    5               33          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2752        Rozella     Purdy       female      republican  34              46          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2753        River       Jaskolski   female      republican  7               59          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2757        Mohammed    Hessel      female      republican  21              78          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2758        Marcel      Boyer       female      democrat    7               43          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2760        Robin       Stehr       male        green       43              64          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2764        Edgardo     Hansen      male        democrat    23              82          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2771        Bertha      Grimes      female      democrat    43              67          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2772        Harry       Lynch       female      independen  21              84          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2775        Tressie     White       female      democrat    44              89          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2776        Elenora     Skiles      female      republican  6               18          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2779        Theodore    Ferry       female      democrat    40              89          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2789        Lynn        Fay         male        green       15              59          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2792        Lenna       Mertz       male        republican  14              30          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2794        Luciano     Grant       male        democrat    13              25          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2796        Genoveva    Lehner      male        democrat    37              88          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2802        Candace     Torphy      female      democrat    75              85          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2805        Josiah      Nitzsche    female      democrat    48              69          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2810        Sam         Collins     male        republican  21              64          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2812        Noemi       Kling       male        democrat    35              78          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2813        Erik        Reinger     male        republican  42              53          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2815        Meagan      Mayert      female      democrat    5               34          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2819        Ahmad       Stehr       female      republican  10              51          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2824        Nicole      Kreiger     male        republican  44              75          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2825        Louvenia    Fisher      male        democrat    8               74          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2826        Gerhard     Crist       male        republican  8               53          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2833        Edgardo     Grimes      female      republican  1               32          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2836        Harrison    Anderson    male        republican  13              40          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2843        Ofelia      McDermott   male        democrat    8               26          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2845        Oswald      Spinka      female      democrat    48              83          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2848        Wilhelmine  Graham      female      democrat    11              25          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2849        Elna        Kuhlman     female      republican  7               31          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2850        Kristopher  Littel      female      republican  19              34          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2855        Elmore      Gerhold     female      republican  26              59          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2859        Charles     Kling       male        democrat    3               40          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2864        Armand      Effertz     female      republican  3               49          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2866        Joshuah     Weber       female      independen  6               18          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2870        Kianna      Friesen     female      republican  17              27          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2875        Gunnar      Prosacco    female      democrat    19              75          0           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2879        Lew         Rutherford  male        democrat    24              67          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2881        Ursula      Hahn        female      republican  53              87          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2888        Georgianna  Muller      male        democrat    9               19          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2890        Raphael     Friesen     female      democrat    7               19          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2893        Tara        Kuhn        male        republican  38              84          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2896        Drake       Cruickshan  female      green       29              44          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2900        Paige       Kreiger     female      republican  12              71          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2902        Naomi       Terry       female      democrat    15              72          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2905        Virginie    Emmerich    male        green       7               41          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2910        Sydni       Bartell     female      green       3               21          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2911        Prudence    Brakus      female      na          53              67          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2912        Bernice     Boyer       male        republican  12              22          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2913        Turner      Hamill      female      republican  16              32          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2917        Bessie      Bergstrom   male        democrat    31              75          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2918        Annabelle   Quigley     female      republican  22              35          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2919        Melany      Moore       male        democrat    5               21          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2925        Cletus      Jacobi      male        democrat    49              70          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2928        Cristobal   Kuhn        female      democrat    15              55          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2929        Edward      Bergnaum    male        democrat    10              87          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2931        Maureen     Okuneva     female      na          8               52          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2935        Felipa      McDermott   female      green       13              40          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2940        Catharine   Bayer       male        democrat    10              69          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2945        Zachariah   Ziemann     male        republican  10              62          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2946        Garrett     Dach        male        democrat    29              40          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2949        Dawson      Olson       male        democrat    47              77          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2951        Duane       Heidenreic  male        democrat    3               24          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2954        Reed        Schneider   male        democrat    20              67          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2956        Armand      Medhurst    female      republican  20              48          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2958        Kyle        Schowalter  female      democrat    7               39          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2966        Audrey      Mosciski    male        green       3               81          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2971        Shaina      Langosh     female      democrat    7               51          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
